patent_id;inventors_count;images_count;backward_citations_count;foward_citations_count;nuns_count;aplications_count;top_10_words_count;non_patent_citations_count;independent_claims_count;application_date;family_count;ipcs_count;cpcs_count;ipcs_diversity_count;cpcs_diversity_count
BR8103570;1;0;0;0;4;1;0;0;0;03/06/1981;1;2;1;1;1
WO2008155634;5;0;15;13;4;0;1;0;0;19/06/2008;18;6;9;5;6
BR0312954;4;0;11;19;4;2;2;0;0;18/07/2003;16;4;4;1;1
BR112020007503;1;0;13;1;8;3;6;0;1;31/10/2018;24;4;17;3;5
BR112022023260;2;0;5;0;1;2;5;0;0;24/05/2021;7;4;10;2;4
WO2016192955;4;0;12;0;3;1;3;0;0;12/05/2016;26;2;7;1;4
BR0010187;2;0;1;4;5;1;7;0;0;26/04/2000;20;4;3;2;2
BR8200547;2;0;37;13;3;1;0;0;0;02/02/1982;6;2;4;2;4
BR9712809;2;0;37;37;6;2;5;0;0;05/09/1997;48;15;146;3;3
BR102012013391;2;0;0;0;5;1;5;0;21;04/06/2012;2;1;0;0;0
BR112018011082;5;0;24;3;2;2;2;0;0;01/12/2016;10;10;4;4;2
BR0309199;2;0;29;28;3;2;3;0;0;07/04/2003;22;5;4;3;2
BR102021014714;1;0;0;0;1;1;1;0;0;27/07/2021;1;1;0;0;0
BR0012225;8;0;9;2;9;1;13;0;0;06/07/2000;8;6;4;3;3
BR112022022987;5;0;14;1;1;2;4;0;0;14/05/2021;33;2;30;2;6
BR0003392;3;0;9;10;2;2;5;0;0;08/08/2000;12;5;4;4;3
BR9904679;3;0;0;1;8;1;6;0;0;29/10/1999;1;1;0;0;0
WO2010085380;2;0;29;43;1;0;1;0;0;08/01/2010;53;4;23;3;7
BR0210163;1;0;5;30;14;1;7;0;0;05/06/2002;17;9;8;4;4
BR8903744;1;0;0;1;6;1;0;0;0;27/07/1989;1;2;1;2;1
WO2013145236;5;7;32;7;12;1;3;0;10;29/03/2012;10;2;21;2;7
WO2013011296;3;0;24;7;2;3;1;1;0;16/07/2012;62;0;4;0;1
WO2010025455;2;0;0;6;3;0;3;2;0;31/08/2009;7;1;3;1;2
BR112019009668;4;0;8;3;3;1;4;0;12;30/11/2017;18;3;6;3;4
WO2012058776;3;0;31;23;4;0;0;0;0;04/11/2011;18;3;11;2;5
BR0212145;2;0;5;14;6;2;4;0;0;26/08/2002;20;3;3;1;1
WO2013120548;1;0;7;0;3;0;2;0;0;18/10/2012;16;4;5;2;2
BR9612219;3;0;24;8;3;2;4;0;0;20/12/1996;6;6;8;5;6
BR8102445;1;0;23;52;10;1;0;0;0;23/04/1981;26;2;5;1;4
BR102013013600;1;0;0;0;5;1;0;0;4;03/06/2013;1;2;1;1;1
WO2008090156;5;0;19;81;9;0;5;2;0;22/01/2008;19;1;2;1;2
BR0106537;1;0;0;1;4;1;6;0;0;27/12/2001;1;1;0;0;0
WO2013152771;1;0;12;29;2;1;3;1;0;10/04/2013;25;3;12;3;5
BR0206806;1;0;2;13;3;1;3;0;0;11/01/2002;23;4;2;3;2
BR112018016320;8;0;82;4;5;1;3;0;0;10/02/2017;20;6;13;1;3
BR9806361;2;0;0;2;7;1;6;0;0;03/12/1998;6;1;2;1;1
BR0312665;6;0;4;8;16;1;7;0;0;15/07/2003;9;12;3;6;2
WO2013048557;2;0;56;23;2;0;5;15;0;06/03/2012;21;2;19;2;4
WO2012173647;4;0;166;19;3;1;3;0;0;09/11/2011;253;3;4;1;2
WO2010033976;2;0;77;96;5;0;4;20;0;22/09/2009;33;14;18;2;2
BR0010379;2;0;117;373;3;1;3;0;0;10/03/2000;47;2;8;1;4
BR9806386;3;0;0;0;6;1;4;0;0;01/12/1998;2;6;0;0;0
WO2016044909;2;0;14;9;19;1;8;2;0;16/09/2015;12;3;7;2;2
WO2014070581;2;0;28;20;10;0;8;0;0;24/10/2013;8;6;11;3;3
BR0009466;2;0;13;12;6;2;6;0;0;29/03/2000;26;6;4;2;1
BR112017014195;1;0;28;11;6;2;5;0;0;29/12/2015;13;1;4;1;3
WO2020126374;5;0;34;2;5;1;2;0;0;27/11/2019;12;2;9;2;2
BR8306219;2;0;2;14;3;1;0;0;0;11/11/1983;7;2;5;2;5
WO2014191516;4;0;4;1;3;0;2;0;0;28/05/2014;7;2;2;1;1
BR8607244;1;0;4;15;4;2;0;0;0;30/10/1986;22;3;4;3;4
WO2018037376;7;0;18;2;3;1;7;15;0;24/08/2017;37;4;18;2;7
WO2014192546;5;8;15;3;5;0;6;2;7;14/05/2014;14;2;10;1;4
BR9810818;3;0;13;3;6;4;6;0;0;26/07/1998;29;17;14;4;6
BR0107817;2;0;24;47;19;2;13;0;0;24/01/2001;58;10;11;1;1
BR9706691;2;0;0;0;5;1;2;0;0;31/10/1997;1;1;0;0;0
BR102014023395;12;0;0;0;5;1;6;0;12;19/09/2014;2;2;1;2;1
BR102018070007;3;0;0;0;7;1;3;0;2;28/09/2018;2;2;2;1;1
BR112022004989;2;0;25;9;4;1;1;0;0;29/09/2020;11;8;23;2;3
BR102018070020;3;0;0;0;10;1;6;0;2;28/09/2018;2;2;2;1;1
BR0302001;2;0;19;14;4;1;0;0;0;20/05/2003;36;9;6;5;3
WO2012164990;5;4;8;3;3;0;2;4;8;02/03/2012;6;2;5;2;4
BR0105856;1;0;0;0;3;1;3;0;0;07/11/2001;1;1;0;0;0
BR112019015945;4;0;85;86;10;1;4;0;79;04/02/2018;59;4;23;3;12
WO2009067771;8;0;3;6;3;1;1;0;0;26/11/2008;4;1;2;1;2
BR0107388;2;0;14;6;3;2;5;0;0;30/05/2001;38;3;3;1;1
BR0313748;2;0;8;14;10;1;9;0;0;25/08/2003;11;2;2;2;2
BR0110776;3;0;17;6;4;2;2;0;0;14/05/2001;38;3;1;2;1
BR112019016605;4;0;19;6;2;1;1;0;11;13/02/2018;22;11;10;3;4
BR8905809;2;0;0;0;2;1;0;0;0;17/11/1989;1;1;0;0;0
WO2004006657;6;0;4;31;3;0;1;4;0;11/07/2003;9;1;3;1;2
BR112017014749;1;0;97;6;5;1;0;0;0;27/01/2016;17;2;4;1;3
BR0111977;0;0;9;29;0;1;4;0;0;25/06/2001;19;8;2;3;1
WO2014042184;1;3;9;6;4;0;4;2;9;11/09/2013;17;3;3;1;3
BR0010087;5;0;0;0;18;10;9;0;0;20/04/2000;35;6;0;0;0
BR9815230;5;0;94;606;6;1;5;0;0;23/10/1998;251;34;18;7;7
WO2015085015;5;0;5;9;4;0;0;3;0;03/12/2014;8;3;9;2;3
BR112018069975;6;0;9;7;5;1;4;0;0;28/03/2017;18;5;8;1;2
BR0001964;1;0;0;0;3;1;4;0;0;31/05/2000;1;1;2;1;1
BR112016028128;0;0;10;4;0;2;0;0;0;03/06/2015;27;0;11;0;4
BR8505762;1;0;4;0;1;1;0;0;0;08/11/1985;10;6;2;3;1
BR102020024795;2;4;0;0;3;1;3;0;8;04/12/2020;1;4;0;0;0
WO2014057248;5;0;44;2;4;1;4;0;0;03/10/2013;26;6;10;1;2
BR9609015;3;0;28;63;5;2;5;0;0;05/06/1996;29;13;18;8;10
WO2013088218;1;0;6;0;1;1;3;0;0;05/12/2012;5;1;10;1;2
WO2013028783;1;0;15;5;5;0;1;2;0;22/08/2012;12;2;10;1;4
BR0010169;5;0;9;300;18;9;7;0;0;20/04/2000;48;8;3;4;1
BR8300134;1;0;0;0;11;0;0;0;0;13/01/1983;3;1;0;0;0
BR102021000174;4;6;0;0;2;1;5;0;11;06/01/2021;1;2;0;0;0
WO2016210076;2;0;10;1;3;0;3;4;0;23/06/2016;14;3;8;2;4
BR0116152;1;0;37;15;4;2;5;0;0;12/12/2001;25;12;11;2;2
BR0016758;6;0;7;12;4;2;5;0;0;28/12/2000;21;5;3;2;2
BR9903414;2;0;0;0;3;1;5;0;0;04/08/1999;1;1;0;0;0
BR9304644;1;0;0;0;7;1;0;0;0;07/12/1993;1;3;0;0;0
WO2022035648;4;0;6;0;2;0;0;3;0;04/08/2021;12;5;4;2;1
BR0306691;4;0;24;212;12;2;5;0;0;07/01/2003;32;6;6;2;2
BR9814864;2;0;3;5;23;2;9;0;0;12/11/1998;13;11;6;5;5
BR0314554;9;0;69;17;4;1;7;0;0;09/10/2003;23;2;26;2;3
BR0107864;4;0;1;0;4;2;2;0;0;23/01/2001;17;10;5;3;2
BR9713461;2;0;20;35;4;2;6;0;0;24/11/1997;15;3;2;2;1
BR112022016434;4;0;5;2;2;1;3;0;0;18/02/2021;5;2;4;1;2
WO2014004859;2;0;28;45;9;0;7;0;0;27/06/2013;14;6;16;5;8
WO2016107759;9;0;27;3;8;0;3;0;0;18/12/2015;6;2;17;1;3
BR102022008587;2;0;0;0;2;1;7;0;0;04/05/2022;1;1;0;0;0
WO2019027790;7;0;1;4;2;0;2;4;0;26/07/2018;14;5;5;1;2
WO2014091103;3;0;6;6;6;1;3;2;0;19/11/2013;6;5;9;2;4
BR102021008065;8;28;2;0;15;1;2;0;55;27/04/2021;2;4;7;4;6
BR0210144;5;0;8;4;9;1;5;0;0;06/06/2002;42;4;4;2;2
BR102021004427;4;0;0;0;6;1;7;0;3;09/03/2021;1;1;0;0;0
BR0112647;2;0;6;22;6;2;3;0;0;16/07/2001;12;24;15;6;3
BR9811334;3;0;14;9;6;1;2;0;0;13/08/1998;7;3;2;1;1
WO2016139771;3;4;3;0;4;1;5;1;4;04/03/2015;3;3;7;2;4
BR8700492;1;0;0;0;3;1;0;0;0;04/02/1987;1;3;0;0;0
BR8207930;2;0;10;13;2;2;0;0;0;15/10/1982;18;2;3;1;2
BR0016759;5;0;16;19;10;2;3;0;0;21/12/2000;19;3;1;2;1
BR112018071060;2;0;28;18;4;1;3;0;0;12/04/2017;14;6;8;5;6
BR112018075706;3;0;18;30;2;1;2;0;0;15/06/2017;35;6;24;2;3
BR0111979;0;0;11;38;22;1;14;0;0;19/06/2001;18;10;7;3;4
WO2012027162;2;0;13;3;6;0;1;1;0;16/08/2011;17;4;9;3;6
BR0010963;1;0;10;11;23;1;20;0;0;26/05/2000;20;13;9;4;4
WO2020092315;1;0;11;7;2;0;1;1;0;29/10/2019;18;6;9;2;3
BR9910125;4;0;8;4;6;1;4;0;0;16/04/1999;7;3;3;1;1
BR0104703;16;0;22;118;4;8;3;0;0;26/02/2001;37;3;24;2;5
BR112023005671;3;0;10;3;3;1;1;0;0;04/10/2021;6;3;5;1;1
BR0112275;1;0;8;7;5;2;5;0;0;22/06/2001;29;7;2;3;1
BR9801026;2;0;11;16;6;1;6;0;0;09/04/1998;28;9;2;3;2
WO2010071805;2;0;7;49;4;0;4;0;0;18/12/2009;6;2;4;2;3
BR0114428;4;0;8;6;4;2;5;0;0;11/10/2001;17;3;1;2;1
BR9915587;1;0;16;74;2;2;2;0;0;19/11/1999;34;15;19;1;2
BR112017012813;1;0;39;9;5;1;0;0;0;16/12/2015;12;3;7;1;3
WO2014141896;2;6;4;2;3;0;5;4;3;28/02/2014;6;3;6;3;5
BR8702463;4;0;3;1;4;1;0;0;0;13/05/1987;22;11;3;3;2
BR9910613;1;0;2;44;6;2;4;0;0;17/05/1999;22;10;5;2;3
BR0016433;2;0;21;12;4;1;4;0;0;14/12/2000;33;7;6;3;3
BR9815003;2;0;27;151;4;3;6;0;0;23/11/1998;41;8;6;4;4
WO2018189386;2;0;5;4;9;1;8;1;0;13/04/2018;12;2;12;1;3
BR102012031841;2;0;12;2;2;1;4;0;5;13/12/2012;18;3;7;2;3
WO2010135366;3;0;4;6;5;0;2;2;0;18/05/2010;12;2;2;1;2
BR9912680;2;0;11;17;21;1;12;0;0;26/07/1999;16;10;4;3;2
WO2011079388;6;0;25;30;3;0;3;3;0;29/12/2010;11;5;6;2;3
BR112012000599;6;0;24;20;4;1;4;0;15;06/07/2010;38;1;33;1;4
BR9802843;4;0;16;40;7;2;6;0;0;05/08/1998;13;4;7;3;5
BR7907905;1;0;0;0;18;0;0;0;0;04/12/1979;19;12;0;0;0
WO2019154110;9;1;11;28;6;1;8;0;9;25/01/2019;4;1;3;1;3
WO2021119304;3;0;111;2;2;0;2;127;0;10/12/2020;8;9;17;3;6
WO2016069805;6;0;53;3;7;0;4;0;0;28/10/2015;7;3;7;3;4
WO2017201410;2;0;5;5;4;0;3;29;0;19/05/2017;6;2;4;2;2
BR112022004257;2;0;20;0;0;1;3;0;0;03/09/2020;6;5;7;3;4
BR9307373;2;0;5;4;3;3;1;0;0;28/10/1993;38;12;3;3;2
WO2007107516;9;0;10;17;3;0;2;0;0;16/03/2007;15;5;1;3;1
WO2017139543;8;0;82;4;5;0;3;3;0;10/02/2017;20;6;13;1;3
WO2021113930;1;0;1;0;8;1;3;2;0;10/12/2019;2;3;3;1;1
BR9003564;3;0;0;0;4;1;0;0;0;23/07/1990;1;1;1;1;1
WO2014004867;2;0;32;46;7;0;7;0;0;27/06/2013;14;6;14;5;8
BR112022015072;1;0;15;0;2;1;8;0;0;03/02/2021;6;4;16;3;10
BR102013011619;1;0;0;0;8;1;6;0;5;09/05/2013;1;3;0;0;0
WO2011140386;11;0;44;29;8;0;2;39;0;05/05/2011;8;1;23;1;6
BR8305508;1;0;7;0;12;0;0;0;0;30/09/1983;6;2;4;2;4
BR112018070192;2;0;5;2;5;2;2;0;0;31/03/2017;14;6;9;3;3
WO2012016831;2;0;2;3;4;1;4;6;0;20/07/2011;12;4;7;1;2
BR112018074034;3;0;20;7;3;0;2;0;0;19/05/2017;10;2;2;1;1
WO2011026642;1;0;18;9;9;1;6;0;0;04/09/2010;8;2;6;2;4
WO2014070583;2;0;27;32;8;0;3;1;0;24/10/2013;7;7;11;4;4
WO2005093015;3;0;9;48;10;2;7;1;0;27/01/2005;9;3;9;2;6
BR8001309;2;0;2;27;3;1;0;0;0;05/03/1980;19;6;7;3;5
BR9913670;3;0;19;18;3;1;1;0;0;14/09/1999;28;17;3;4;2
BR102012002376;3;0;0;0;6;1;8;0;9;02/02/2012;1;1;0;0;0
BR102020025065;3;0;0;0;2;1;4;0;10;08/12/2020;1;6;0;0;0
WO2014192401;4;2;5;0;9;0;11;0;10;28/03/2014;4;2;6;2;4
BR9714819;5;0;12;28;25;3;4;0;0;13/08/1997;19;3;4;3;2
BR8206776;4;0;12;28;2;1;0;0;0;22/11/1982;52;14;5;4;3
WO2010111775;2;0;3;13;4;0;3;7;0;31/03/2010;8;2;3;1;2
WO2014110223;4;0;7;8;3;0;4;2;0;09/01/2014;6;1;11;1;4
BR0103890;3;0;19;46;4;1;4;0;0;05/09/2001;25;4;2;2;1
BR112016028778;2;0;6;25;9;2;0;0;0;12/06/2015;18;3;6;2;4
WO2012119930;7;0;15;7;4;0;1;25;0;01/03/2012;15;2;4;1;2
WO2018231948;4;0;16;17;4;0;2;0;0;13/06/2018;22;3;13;1;4
WO2014007189;3;2;4;12;3;0;3;6;10;01/07/2013;8;1;6;1;3
BR0306043;1;0;0;1;8;1;5;0;0;17/12/2003;1;1;0;0;0
WO2007009085;5;0;8;28;4;1;1;0;0;12/07/2006;17;3;4;2;2
BR0113156;6;0;34;51;16;1;19;0;0;10/08/2001;15;6;4;2;2
BR9804235;1;0;0;0;3;1;5;0;0;08/10/1998;1;1;0;0;0
BR9809662;1;0;9;57;3;2;2;0;0;16/05/1998;32;5;1;3;1
BR112015033046;0;0;5;3;0;1;0;0;0;27/06/2014;11;0;6;0;4
BR7904676;3;0;0;0;5;1;0;0;0;08/06/1979;1;1;0;0;0
WO2009097346;1;0;18;13;2;0;1;4;0;28/01/2009;15;7;8;2;4
BR9603700;1;0;0;1;12;1;0;0;0;27/08/1996;1;8;0;0;0
BR102013003170;2;0;0;0;4;1;4;0;1;08/02/2013;1;2;1;2;1
WO2019053316;5;0;10;0;3;1;6;8;0;14/09/2018;11;4;9;4;6
BR0011175;2;0;0;0;23;1;12;0;0;12/04/2000;4;2;5;2;3
BR102012012193;4;0;0;0;7;1;7;0;45;22/05/2012;2;7;0;0;0
BR9909854;2;0;6;48;3;1;4;0;0;21/04/1999;12;8;2;3;2
WO2015181302;2;0;7;4;4;1;5;0;0;28/05/2015;11;1;5;1;2
BR0204882;7;0;5;51;5;1;7;0;0;28/11/2002;7;7;2;3;2
WO2017070071;2;0;12;5;3;0;3;1;0;18/10/2016;13;3;3;1;2
WO2017217380;2;5;19;0;10;0;9;0;16;12/06/2017;16;4;8;3;4
BR8104164;3;0;10;3;2;1;0;0;0;30/06/1981;14;10;2;5;2
WO2015049785;1;8;5;0;4;1;1;2;5;04/10/2013;4;2;3;2;2
WO2015025927;3;1;10;9;2;0;2;0;8;21/08/2014;12;3;6;1;2
WO2012016788;5;0;36;9;4;0;0;8;0;08/07/2011;5;3;21;1;6
BR0016867;3;0;3;28;14;1;11;0;0;04/12/2000;24;7;1;3;1
BR102013003168;2;0;0;0;3;1;6;0;1;08/02/2013;1;2;1;2;1
WO2019010191;8;0;60;7;4;0;0;1;0;03/07/2018;43;5;19;3;3
BR8104173;1;0;4;14;7;1;0;0;0;30/06/1981;16;6;7;3;3
BR102012020529;3;0;0;0;5;1;3;0;22;16/08/2012;1;9;2;3;2
BR8006969;2;0;3;40;11;1;0;0;0;29/10/1980;7;3;16;3;4
WO2020014328;2;0;44;3;7;0;9;3;0;10/07/2019;13;4;9;3;4
WO2018046515;5;0;15;6;3;0;4;4;0;06/09/2017;20;12;33;3;3
BR0308853;8;0;13;28;7;2;6;0;0;10/03/2003;29;6;2;3;1
BR102013001098;4;0;0;0;2;1;6;0;14;16/01/2013;2;4;0;0;0
BR9910857;1;0;16;40;1;1;1;0;0;27/05/1999;24;20;5;5;3
BR9805687;2;0;9;11;7;1;1;0;0;23/12/1998;27;4;3;2;2
BR8104047;1;0;5;6;4;1;0;0;0;26/06/1981;6;5;5;5;5
BR9913192;1;0;35;34;8;2;3;0;0;10/08/1999;26;6;8;3;3
BR0001011;2;0;2;25;10;0;6;0;0;03/03/2000;26;10;7;5;3
BR112019004601;5;0;15;6;5;1;5;0;0;06/09/2017;20;12;33;3;3
BR0010798;4;0;4;14;4;1;4;0;0;18/05/2000;20;7;5;3;1
BR8302341;4;0;0;1;6;1;0;0;0;05/05/1983;1;3;0;0;0
BR0007056;11;0;2;5;19;1;14;0;0;01/09/2000;6;5;3;2;2
WO2009061746;2;0;17;71;6;0;6;0;0;04/11/2008;15;1;5;1;3
BR9914249;4;0;27;148;3;2;2;0;0;29/09/1999;20;6;3;2;1
BR102013029606;2;0;9;1;4;0;0;0;18;18/11/2013;5;3;6;1;3
BR112017010923;6;0;23;14;12;1;18;0;0;24/11/2015;7;4;5;4;3
WO2017037241;5;0;3;2;5;0;4;10;0;02/09/2016;6;2;4;2;4
WO2013187385;3;0;11;9;3;0;3;6;5;11/06/2013;14;5;10;2;3
WO2015077576;8;0;97;28;5;0;3;1;0;21/11/2014;11;4;18;3;9
BR0110008;5;0;103;41;7;2;4;0;0;11/04/2001;26;10;8;3;3
WO2005121345;6;0;8;58;2;0;1;3;0;04/06/2005;22;1;1;1;1
BR112015022211;2;0;8;11;2;1;4;0;0;11/03/2014;13;2;4;2;3
BR8502965;2;0;18;10;2;1;0;0;0;20/06/1985;15;6;3;1;1
WO2017170552;6;0;15;4;3;0;4;1;16;28/03/2017;13;3;6;2;3
BR102014024610;5;0;0;1;4;1;5;0;13;02/10/2014;3;4;1;2;1
WO2018112376;9;0;14;1;8;0;4;7;0;15/12/2017;9;1;9;1;5
WO2015128202;3;0;15;2;4;0;0;4;0;13/02/2015;4;3;5;1;2
BR9712457;3;0;4;82;3;1;2;0;0;29/10/1997;11;7;7;3;2
WO2020182515;5;0;2;2;9;0;2;20;0;02/03/2020;3;2;3;2;2
BR112019002791;2;0;4;6;2;1;1;0;0;16/08/2017;24;5;17;2;6
BR112015030015;0;0;10;1;0;1;0;0;0;28/05/2013;7;0;5;0;4
WO2017217116;2;8;5;11;3;0;1;4;13;21/04/2017;16;3;8;3;5
BR0013638;5;0;10;19;2;1;2;0;0;25/08/2000;66;8;4;4;4
BR9909970;2;0;2;7;10;1;9;0;0;24/03/1999;14;6;4;1;2
WO2011162009;2;1;20;15;4;0;4;5;14;11/04/2011;7;3;6;3;3
BR112018015184;14;0;550;10;4;1;2;0;0;17/02/2017;24;8;16;2;3
BR122021020404;14;3;550;10;4;1;2;0;18;17/02/2017;24;8;16;2;3
WO2010015404;2;0;8;22;4;1;4;1;0;03/08/2009;9;2;3;2;3
WO2012033926;3;0;4;14;3;0;1;0;0;08/09/2011;8;2;7;2;4
WO2009048042;3;0;1;4;4;1;5;3;0;06/10/2008;5;1;2;1;2
BR8000394;2;0;0;0;3;1;0;0;0;22/01/1980;1;2;1;1;1
WO2021116400;4;0;6;0;5;1;5;4;0;11/12/2020;8;4;9;2;4
BR0013528;4;0;22;13;10;2;10;0;0;11/08/2000;10;8;3;3;1
WO2015057843;1;0;3;4;4;0;3;3;0;15/10/2014;6;1;5;1;2
BR102012019468;1;0;1;0;6;1;6;0;1;03/08/2012;2;3;3;1;2
BR112018076607;3;0;8;2;7;2;7;0;0;26/06/2017;15;4;7;1;1
BR0201366;1;0;1;7;0;0;6;0;0;22/04/2002;14;4;12;3;4
BR8704249;5;0;7;7;2;2;0;0;0;18/08/1987;34;4;1;1;1
BR8504677;1;0;6;4;3;1;0;0;0;24/09/1985;33;11;2;4;1
BR9813766;3;0;19;33;2;1;2;0;0;18/12/1998;45;1;1;1;1
BR9813260;13;0;94;606;4;1;3;0;0;23/10/1998;251;34;18;7;7
BR0117175;4;0;4;2;3;1;3;0;0;15/11/2001;14;3;2;1;1
BR9808920;1;0;17;55;1;2;2;0;0;18/03/1998;21;18;7;3;3
BR8001864;1;0;0;0;4;1;0;0;0;27/03/1980;1;1;1;1;1
BR9910274;4;0;3;59;3;1;4;0;0;04/05/1999;25;7;4;4;3
BR9914226;4;0;23;42;8;2;4;0;0;30/09/1999;21;4;1;3;1
BR9910764;3;0;12;67;6;2;2;0;0;17/05/1999;22;9;11;5;5
BR112016022784;0;0;12;1;0;1;0;0;0;02/04/2015;19;0;11;0;3
BR122022017199;2;4;12;1;2;1;1;0;5;02/04/2015;19;2;11;1;3
WO2016123258;1;0;17;15;8;0;4;0;0;27/01/2016;5;1;5;1;3
BR0110199;3;0;20;49;9;2;7;0;0;04/04/2001;27;8;8;4;3
BR102022010964;1;1;7;0;2;0;4;0;20;03/06/2022;2;2;10;2;4
WO2014175359;2;0;18;7;2;0;1;2;14;23/04/2014;14;6;2;2;1
WO2010004193;3;0;5;34;12;1;7;0;0;02/07/2009;9;4;6;4;5
BR112022011861;5;0;11;8;2;1;1;0;0;16/12/2020;9;2;1;1;1
WO2019154645;3;0;10;2;5;1;5;0;0;28/01/2019;6;7;8;1;3
BR9611212;2;0;2;1;4;2;4;0;0;21/10/1996;3;2;1;1;1
BR0209684;3;0;7;17;7;2;12;0;0;08/05/2002;19;7;7;5;5
WO2015160887;2;0;28;9;3;0;2;3;0;15/04/2015;5;2;8;1;4
WO2013172446;4;6;17;14;3;0;3;3;15;17/05/2013;14;2;15;2;5
WO2015054575;5;0;49;23;8;0;4;2;0;10/10/2014;36;3;27;3;7
BR8804840;1;0;0;0;0;1;0;0;0;15/09/1988;1;1;1;1;1
BR0215458;7;0;6;38;2;2;2;0;0;06/12/2002;18;3;3;1;1
BR112019007260;5;0;10;1;2;1;3;0;0;11/10/2017;18;2;2;1;1
WO2013043777;2;0;7;4;1;0;0;73;0;20/09/2012;4;3;7;2;1
WO2015063763;2;0;9;20;6;0;5;30;0;28/10/2014;7;8;15;6;8
BR0013520;4;0;25;10;10;2;10;0;0;11/08/2000;11;8;3;3;1
BR9916212;1;0;3;9;2;1;3;0;0;15/12/1999;34;8;5;4;3
WO2012112546;5;0;11;2;3;0;0;16;0;14/02/2012;14;2;10;2;5
BR8103387;1;0;0;0;2;2;0;0;0;29/05/1981;3;2;1;1;1
BR102021008497;4;4;0;0;5;1;3;0;5;30/04/2021;1;4;0;0;0
WO2016047589;3;2;9;16;3;0;4;4;8;18/09/2015;16;1;5;1;3
BR8704288;2;0;0;0;2;1;0;0;0;19/08/1987;1;1;1;1;1
BR0109829;4;0;21;19;11;2;9;0;0;12/03/2001;12;9;2;3;1
BR112022022187;2;0;10;2;4;2;7;0;0;11/05/2021;11;5;8;1;1
BR0002918;3;0;27;17;3;1;2;0;0;17/07/2000;8;9;4;5;3
BR9908648;2;0;17;51;12;2;12;0;0;09/03/1999;30;6;4;2;2
BR8300393;1;0;0;2;6;1;0;0;0;27/01/1983;4;3;3;2;2
WO2017109605;4;0;7;3;1;0;0;9;0;18/11/2016;6;2;5;2;2
BR0306948;2;0;0;0;5;1;6;0;0;09/06/2003;1;1;0;0;0
WO2015087422;2;3;5;1;2;1;3;2;5;12/12/2013;3;1;3;1;2
BR0007600;3;0;6;49;8;2;8;0;0;25/01/2000;31;9;7;4;3
WO2014129489;3;3;12;8;4;0;3;3;8;19/02/2014;16;1;3;1;2
WO2009099858;6;0;40;19;7;0;2;1;0;29/01/2009;189;2;4;2;3
BR9205595;1;0;7;33;7;2;3;0;0;04/02/1992;22;4;1;3;1
BR8604432;1;0;5;0;2;0;0;0;0;16/09/1986;13;2;2;1;1
WO2008120644;3;0;2;5;2;0;2;8;0;26/03/2008;6;2;4;2;4
BR112014023742;9;0;5;3;6;2;4;0;0;26/03/2013;12;3;4;3;2
BR9401956;3;0;11;24;16;1;0;0;0;11/05/1994;16;7;6;3;4
BR7902668;3;0;0;0;7;1;0;0;0;30/04/1979;3;2;0;0;0
WO2014080026;6;0;7;8;10;0;8;0;0;26/11/2013;15;2;1;1;1
BR9703526;2;0;69;139;3;1;2;0;0;11/06/1997;34;6;3;4;2
WO2011082222;4;0;29;35;3;0;1;2;0;29/12/2010;11;1;9;1;2
BR8108575;4;0;6;2;0;2;0;0;0;23/04/1981;10;15;5;3;3
WO2014009749;4;0;27;16;2;1;2;6;0;12/07/2013;8;4;10;2;4
WO2021231623;2;0;10;9;3;0;2;1;0;12/05/2021;9;5;5;2;4
WO2015120329;5;0;7;9;9;1;2;1;0;06/02/2015;25;2;4;2;2
WO2010137039;8;0;23;31;4;0;2;8;0;26/05/2010;23;1;6;1;3
WO2015164088;2;0;24;4;3;0;1;9;0;09/04/2015;17;4;4;1;2
WO2014060678;2;0;8;4;5;1;3;5;0;08/10/2013;21;4;18;3;6
BR112022015883;2;0;6;2;3;2;8;0;0;15/04/2020;14;6;18;5;7
WO2010064785;6;0;10;5;3;1;4;5;0;12/10/2009;19;3;2;2;1
BR9808404;2;0;15;55;4;1;2;0;0;09/03/1998;16;3;10;3;4
WO2017106739;5;0;60;11;6;0;4;0;0;16/12/2016;8;6;9;3;5
BR7907451;1;0;0;0;4;1;0;0;0;14/11/1979;1;1;1;1;1
BR8105166;4;0;0;0;2;1;0;0;0;11/08/1981;1;1;1;1;1
BR9713780;3;0;2;15;16;1;2;0;0;19/12/1997;14;19;10;10;9
WO2013028686;3;0;8;1;6;0;3;1;0;21/08/2012;19;2;3;1;1
WO2014132426;1;4;7;1;5;1;3;0;5;28/02/2013;3;3;9;2;4
BR7908634;1;0;0;0;4;1;0;0;0;27/12/1979;1;1;0;0;0
WO2012024698;6;0;109;47;7;0;1;84;0;22/08/2011;27;2;8;2;4
WO2010009630;3;0;12;13;6;1;7;3;0;14/04/2009;19;4;4;2;3
BR9103891;1;0;0;0;3;1;0;0;0;10/09/1991;1;1;0;0;0
BR8401087;3;0;7;13;1;1;0;0;0;09/03/1984;11;3;1;2;1
WO2016005587;4;0;4;5;4;0;4;0;0;10/07/2015;14;2;15;2;5
BR102021001585;7;0;0;0;3;1;6;0;10;27/01/2021;1;4;0;0;0
BR9815603;3;0;6;8;8;2;7;0;0;29/07/1998;13;4;7;2;3
BR9304643;1;0;0;0;5;1;0;0;0;07/12/1993;1;3;0;0;0
